assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
5,-3.3,0.094,0.077,0.018,0.017,0.019,10,0.2,7.4,1.4,0,-0.021,0.045,0.035,-4.1,0.132,-0.004,-3.5,0.006,5,0.004,-2,2.2,-0.49,0,0.079,3.5,0.086,3.3,0.075,0.319,12,1
-5,3.3,-0.094,-0.077,-0.018,-0.017,-0.019,-10,-0.2,-7.4,-1.4,0,0.021,-0.045,-0.035,4.1,-0.132,0.004,3.5,-0.006,-5,-0.004,2,-2.2,0.49,0,-0.079,-3.5,-0.086,-3.3,-0.075,-0.319,-12,0
-12.2,-0.1,0.045,0.047,-0.029,-0.087,-0.045,6.1,0,-11,1.2,-0.015,-0.023,-0.082,-0.071,0,0.03,0.022,-1.4,-0.027,-0.8,-0.039,-2,-0.3,1.85,-0.061,0.046,1.4,0.026,-1.3,0.033,0.27,10,1
12.2,0.1,-0.045,-0.047,0.029,0.087,0.045,-6.1,0,11,-1.2,0.015,0.023,0.082,0.071,0,-0.03,-0.022,1.4,0.027,0.8,0.039,2,0.3,-1.85,0.061,-0.046,-1.4,-0.026,1.3,-0.033,-0.27,-10,0
2.1,-5.4,-0.008,0.006,0,-0.022,-0.006,0.3,2,-0.6,-2.2,-0.021,-0.013,-0.008,-0.028,-3.8,0.006,-0.04,-2.3,-0.029,5.1,0.007,-2.2,3.1,-2.35,-0.035,-0.038,2.3,-0.009,-0.6,0.028,0.36,13,1
-2.1,5.4,0.008,-0.006,0,0.022,0.006,-0.3,-2,0.6,2.2,0.021,0.013,0.008,0.028,3.8,-0.006,0.04,2.3,0.029,-5.1,-0.007,2.2,-3.1,2.35,0.035,0.038,-2.3,0.009,0.6,-0.028,-0.36,-13,0
-6.8,6.4,0.011,0.015,-0.009,0.009,-0.003,4.1,6.4,1.8,0.6,-0.024,-0.025,-0.052,-0.042,-1.1,0.02,-0.008,-5.1,-0.029,-3.8,-0.032,-0.1,-2.3,-0.91,-0.031,0.008,5.1,0.01,0.1,0.011,0.105,3,1
6.8,-6.4,-0.011,-0.015,0.009,-0.009,0.003,-4.1,-6.4,-1.8,-0.6,0.024,0.025,0.052,0.042,1.1,-0.02,0.008,5.1,0.029,3.8,0.032,0.1,2.3,0.91,0.031,-0.008,-5.1,-0.01,-0.1,-0.011,-0.105,-3,0
-2.8,3.4,0.035,0.033,0.094,0.041,0.073,5.9,1.8,-1.7,0.2,0.01,0.012,0.102,0.091,0.5,-0.025,0.018,-0.8,0.023,1.1,0.001,0.8,-0.9,1.01,-0.002,0.016,0.8,0.043,1,0.041,0.063,2,1
2.8,-3.4,-0.035,-0.033,-0.094,-0.041,-0.073,-5.9,-1.8,1.7,-0.2,-0.01,-0.012,-0.102,-0.091,-0.5,0.025,-0.018,0.8,-0.023,-1.1,-0.001,-0.8,0.9,-1.01,0.002,-0.016,-0.8,-0.043,-1,-0.041,-0.063,-2,0
-17.2,-3.5,-0.026,-0.014,0.062,0.017,0.046,-1.6,6.1,0.5,0.8,0.008,0.011,0.028,0.045,-0.8,-0.023,0.003,-2.6,0.02,-1.2,0.012,-0.8,-2,-0.69,-0.023,-0.049,2.6,-0.017,1,0,-0.035,0,1
17.2,3.5,0.026,0.014,-0.062,-0.017,-0.046,1.6,-6.1,-0.5,-0.8,-0.008,-0.011,-0.028,-0.045,0.8,0.023,-0.003,2.6,-0.02,1.2,-0.012,0.8,2,0.69,0.023,0.049,-2.6,0.017,-1,0,0.035,0,0
11.1,0.5,0.008,0.008,-0.072,0.022,-0.04,-2.7,-0.8,8.4,-1.7,-0.011,-0.007,-0.006,-0.011,-1.7,0.009,-0.028,-0.9,-0.013,-1.9,0.009,-0.8,1.4,-1.13,-0.007,0.006,0.9,0.005,2.1,0.008,-0.064,-2,1
-11.1,-0.5,-0.008,-0.008,0.072,-0.022,0.04,2.7,0.8,-8.4,1.7,0.011,0.007,0.006,0.011,1.7,-0.009,0.028,0.9,0.013,1.9,-0.009,0.8,-1.4,1.13,0.007,-0.006,-0.9,-0.005,-2.1,-0.008,0.064,2,0
-8.6,3.2,-0.065,-0.066,-0.038,0.079,0.005,1.4,9.1,-3.9,2.4,-0.012,0.002,0.041,0.043,2.2,-0.07,-0.003,-1.7,0,-2,-0.013,-2.5,0.6,0.84,0.027,-0.02,1.7,-0.044,-3.3,-0.085,0.083,3,1
8.6,-3.2,0.065,0.066,0.038,-0.079,-0.005,-1.4,-9.1,3.9,-2.4,0.012,-0.002,-0.041,-0.043,-2.2,0.07,0.003,1.7,0,2,0.013,2.5,-0.6,-0.84,-0.027,0.02,-1.7,0.044,3.3,0.085,-0.083,-3,0
3.8,-2.2,0.029,0.028,-0.002,-0.01,-0.005,8.6,2.5,-0.7,-0.5,0,-0.004,-0.125,-0.092,0.4,0.027,-0.007,-1.3,-0.012,-0.3,0.004,9,0.5,1.19,0.017,-0.014,1.3,0.023,-2,0.055,0.226,11,1
-3.8,2.2,-0.029,-0.028,0.002,0.01,0.005,-8.6,-2.5,0.7,0.5,0,0.004,0.125,0.092,-0.4,-0.027,0.007,1.3,0.012,0.3,-0.004,-9,-0.5,-1.19,-0.017,0.014,-1.3,-0.023,2,-0.055,-0.226,-11,0
-0.5,4.6,0.022,0.024,-0.015,0.034,0.002,0.3,-0.7,-9.7,-0.3,-0.008,-0.012,0.006,0,-7,-0.009,0.031,-3.8,-0.008,3.4,-0.044,-1.1,2.3,1.23,-0.024,0.011,3.8,0.022,2.1,0.024,0.136,6,1
0.5,-4.6,-0.022,-0.024,0.015,-0.034,-0.002,-0.3,0.7,9.7,0.3,0.008,0.012,-0.006,0,7,0.009,-0.031,3.8,0.008,-3.4,0.044,1.1,-2.3,-1.23,0.024,-0.011,-3.8,-0.022,-2.1,-0.024,-0.136,-6,0
5.3,0.5,0.007,0,0.001,0.008,0.004,10.3,10.9,-1.7,1.2,0.004,0,-0.028,-0.018,-0.2,0.027,-0.008,-4.5,0.001,-0.2,0.013,-4.3,-0.7,-4.41,0.019,0.026,4.5,0.007,-2.4,-0.008,0.217,6,1
-5.3,-0.5,-0.007,0,-0.001,-0.008,-0.004,-10.3,-10.9,1.7,-1.2,-0.004,0,0.028,0.018,0.2,-0.027,0.008,4.5,-0.001,0.2,-0.013,4.3,0.7,4.41,-0.019,-0.026,-4.5,-0.007,2.4,0.008,-0.217,-6,0
-1.2,-3.4,0.047,0.023,0.014,0.115,0.045,5.2,-9.2,-11.5,0.2,-0.032,-0.013,-0.147,-0.116,-2.2,-0.078,-0.026,1.2,-0.042,-4,-0.021,2.5,-2.7,-1.49,0.104,0.035,-1.2,0.058,-0.4,0.041,-0.013,-2,1
1.2,3.4,-0.047,-0.023,-0.014,-0.115,-0.045,-5.2,9.2,11.5,-0.2,0.032,0.013,0.147,0.116,2.2,0.078,0.026,-1.2,0.042,4,0.021,-2.5,2.7,1.49,-0.104,-0.035,1.2,-0.058,0.4,-0.041,0.013,2,0
1.9,4.3,0.016,0.021,0.013,-0.071,-0.013,8.5,6.2,0,-2.1,-0.004,-0.009,-0.058,-0.023,4.2,-0.019,0.042,-1.4,-0.001,-4.3,-0.044,5.1,-0.2,-1.89,-0.062,0.033,1.4,0.005,-3.2,-0.001,0.027,2,1
-1.9,-4.3,-0.016,-0.021,-0.013,0.071,0.013,-8.5,-6.2,0,2.1,0.004,0.009,0.058,0.023,-4.2,0.019,-0.042,1.4,0.001,4.3,0.044,-5.1,0.2,1.89,0.062,-0.033,-1.4,-0.005,3.2,0.001,-0.027,-2,0
5.7,2.7,0.02,0.027,-0.031,0.027,-0.015,9.1,-0.9,-4.9,-4.9,0.022,0.031,0.017,0.005,2.9,-0.078,0.017,2.9,0.016,1.5,0.02,-0.9,0.8,2.23,-0.023,-0.012,-2.9,0.019,-4.6,0.055,0.135,4,1
-5.7,-2.7,-0.02,-0.027,0.031,-0.027,0.015,-9.1,0.9,4.9,4.9,-0.022,-0.031,-0.017,-0.005,-2.9,0.078,-0.017,-2.9,-0.016,-1.5,-0.02,0.9,-0.8,-2.23,0.023,0.012,2.9,-0.019,4.6,-0.055,-0.135,-4,0
-4.2,0.3,0.008,-0.004,-0.132,0.04,-0.088,2.1,-0.8,-1.4,2.3,-0.012,0.005,0,0.001,3.3,-0.063,-0.036,2.5,-0.01,0.5,0.011,-0.8,0.9,-2.17,0.049,0.015,-2.5,-0.002,-2.3,-0.009,0.028,0,1
4.2,-0.3,-0.008,0.004,0.132,-0.04,0.088,-2.1,0.8,1.4,-2.3,0.012,-0.005,0,-0.001,-3.3,0.063,0.036,-2.5,0.01,-0.5,-0.011,0.8,-0.9,2.17,-0.049,-0.015,2.5,0.002,2.3,0.009,-0.028,0,0
-0.8,-1.4,0.002,-0.015,0.042,-0.031,0.017,7.4,3.7,-3.5,3.7,0.031,0.034,-0.018,-0.017,4.2,0.008,-0.024,1.9,0.023,1.2,0.069,1.9,1.2,-1.55,0.05,0.046,-1.9,-0.001,-3.7,-0.035,0.172,7,1
0.8,1.4,-0.002,0.015,-0.042,0.031,-0.017,-7.4,-3.7,3.5,-3.7,-0.031,-0.034,0.018,0.017,-4.2,-0.008,0.024,-1.9,-0.023,-1.2,-0.069,-1.9,-1.2,1.55,-0.05,-0.046,1.9,0.001,3.7,0.035,-0.172,-7,0
1.2,-2.7,0.049,0.026,0.028,0.061,0.037,5.5,-1.1,-7.5,2,-0.003,0.004,-0.016,-0.01,-1.9,-0.015,-0.019,-2.4,-0.003,-6.5,0.017,3.2,-4.8,0.45,0.093,0.03,2.4,0.054,2.2,0.051,0.071,0,1
-1.2,2.7,-0.049,-0.026,-0.028,-0.061,-0.037,-5.5,1.1,7.5,-2,0.003,-0.004,0.016,0.01,1.9,0.015,0.019,2.4,0.003,6.5,-0.017,-3.2,4.8,-0.45,-0.093,-0.03,-2.4,-0.054,-2.2,-0.051,-0.071,0,0
-3,-3.5,-0.005,0.004,-0.066,-0.065,-0.069,2.2,10.2,-0.1,-4.2,-0.012,-0.006,0.006,-0.007,0.8,-0.019,-0.012,-4,-0.015,-0.4,-0.007,4.5,1.3,2.33,-0.076,0.015,4,-0.02,-0.3,-0.023,0.068,3,1
3,3.5,0.005,-0.004,0.066,0.065,0.069,-2.2,-10.2,0.1,4.2,0.012,0.006,-0.006,0.007,-0.8,0.019,0.012,4,0.015,0.4,0.007,-4.5,-1.3,-2.33,0.076,-0.015,-4,0.02,0.3,0.023,-0.068,-3,0
-0.3,2.1,-0.004,0.008,0.128,0.005,0.089,2.9,4.7,8.3,2.6,0.003,-0.015,0.028,0.01,4.7,0.116,-0.01,-0.6,0.001,3.6,0.012,-0.4,3.4,0.52,-0.043,-0.021,0.6,0.007,0.2,0.016,-0.02,-1,1
0.3,-2.1,0.004,-0.008,-0.128,-0.005,-0.089,-2.9,-4.7,-8.3,-2.6,-0.003,0.015,-0.028,-0.01,-4.7,-0.116,0.01,0.6,-0.001,-3.6,-0.012,0.4,-3.4,-0.52,0.043,0.021,-0.6,-0.007,-0.2,-0.016,0.02,1,0
-7.1,2.9,0.049,0.028,0.011,0.04,0.022,18.9,7.2,-15.6,-0.8,-0.104,-0.077,0.05,0.047,-7.2,-0.106,-0.046,-7.9,-0.081,-0.3,-0.122,-2.3,-2.3,-4.52,0.061,0.072,7.9,0.049,-5.1,0.021,0.451,15,1
7.1,-2.9,-0.049,-0.028,-0.011,-0.04,-0.022,-18.9,-7.2,15.6,0.8,0.104,0.077,-0.05,-0.047,7.2,0.106,0.046,7.9,0.081,0.3,0.122,2.3,2.3,4.52,-0.061,-0.072,-7.9,-0.049,5.1,-0.021,-0.451,-15,0
-2.9,-3.2,-0.035,-0.042,-0.035,0.016,-0.018,-8.2,-3.9,3.6,-0.9,0.03,0.026,-0.023,-0.015,7,0.007,0.011,5.7,0.025,-2.2,0.038,1.4,-1,0.87,0.035,0.007,-5.7,-0.029,0.7,-0.07,-0.42,-16,1
2.9,3.2,0.035,0.042,0.035,-0.016,0.018,8.2,3.9,-3.6,0.9,-0.03,-0.026,0.023,0.015,-7,-0.007,-0.011,-5.7,-0.025,2.2,-0.038,-1.4,1,-0.87,-0.035,-0.007,5.7,0.029,-0.7,0.07,0.42,16,0
-13.5,2,0.019,0.047,0.1,0.071,0.094,9.5,1.8,-0.2,1.2,-0.008,-0.006,-0.023,-0.015,-1.8,0.033,-0.039,-2.4,-0.008,3.4,0.027,-2.7,3.7,0.61,-0.139,-0.015,2.4,0.034,-2.5,0.047,0.383,13,1
13.5,-2,-0.019,-0.047,-0.1,-0.071,-0.094,-9.5,-1.8,0.2,-1.2,0.008,0.006,0.023,0.015,1.8,-0.033,0.039,2.4,0.008,-3.4,-0.027,2.7,-3.7,-0.61,0.139,0.015,-2.4,-0.034,2.5,-0.047,-0.383,-13,0
-4.2,8,0.011,-0.003,-0.025,-0.058,-0.039,-2.4,-1.9,15.5,-1.5,-0.009,-0.008,0.029,0.035,10.9,-0.022,0.016,7,0.002,5,-0.028,-2,6.1,3.41,0.05,0.027,-7,-0.002,0.7,-0.005,0.111,4,1
4.2,-8,-0.011,0.003,0.025,0.058,0.039,2.4,1.9,-15.5,1.5,0.009,0.008,-0.029,-0.035,-10.9,0.022,-0.016,-7,-0.002,-5,0.028,2,-6.1,-3.41,-0.05,-0.027,7,0.002,-0.7,0.005,-0.111,-4,0
-13.8,-1.4,-0.048,-0.041,0.082,0.033,0.068,-3.9,0.7,-4.7,3,-0.021,-0.007,-0.094,-0.061,-1.7,-0.047,-0.032,-0.7,-0.024,-1.7,-0.003,0.4,-2.3,1.25,0.027,-0.057,0.7,-0.031,-0.5,-0.024,0.214,6,1
13.8,1.4,0.048,0.041,-0.082,-0.033,-0.068,3.9,-0.7,4.7,-3,0.021,0.007,0.094,0.061,1.7,0.047,0.032,0.7,0.024,1.7,0.003,-0.4,2.3,-1.25,-0.027,0.057,-0.7,0.031,0.5,0.024,-0.214,-6,0
-3.5,-2.5,0.018,0.012,-0.041,-0.084,-0.053,4.9,6.4,-2.8,-2.8,-0.007,-0.007,-0.011,-0.012,-1.6,-0.011,0.007,-3.1,-0.009,1.3,-0.016,-0.5,1.3,1.26,0.015,0.019,3.1,0.002,-1.3,0.01,0.129,4,1
3.5,2.5,-0.018,-0.012,0.041,0.084,0.053,-4.9,-6.4,2.8,2.8,0.007,0.007,0.011,0.012,1.6,0.011,-0.007,3.1,0.009,-1.3,0.016,0.5,-1.3,-1.26,-0.015,-0.019,-3.1,-0.002,1.3,-0.01,-0.129,-4,0
-2,2.3,-0.014,-0.009,0.128,-0.005,0.091,-3.9,-0.8,4.2,0.3,-0.037,-0.043,0.04,0.023,2.1,0.07,-0.027,0.4,-0.031,3.4,-0.031,4.3,2.7,-0.29,-0.002,-0.024,-0.4,-0.003,2,0.001,0.258,9,1
2,-2.3,0.014,0.009,-0.128,0.005,-0.091,3.9,0.8,-4.2,-0.3,0.037,0.043,-0.04,-0.023,-2.1,-0.07,0.027,-0.4,0.031,-3.4,0.031,-4.3,-2.7,0.29,0.002,0.024,0.4,0.003,-2,-0.001,-0.258,-9,0
1.9,-1.6,-0.015,0.001,-0.005,0.026,0.005,1.4,5.3,-3.7,0.5,0.033,0.039,0.025,0.002,-2.3,-0.037,0.005,-3.1,0.024,0.2,0.05,5.3,-0.4,1.89,-0.061,-0.024,3.1,-0.01,-0.6,0.001,-0.109,-4,1
-1.9,1.6,0.015,-0.001,0.005,-0.026,-0.005,-1.4,-5.3,3.7,-0.5,-0.033,-0.039,-0.025,-0.002,2.3,0.037,-0.005,3.1,-0.024,-0.2,-0.05,-5.3,0.4,-1.89,0.061,0.024,-3.1,0.01,0.6,-0.001,0.109,4,0
1.5,-0.6,0.028,0.026,0.005,-0.064,-0.014,3.2,-4.1,-8.9,-1.4,-0.052,-0.018,-0.008,0.009,1.8,-0.099,-0.077,2.6,-0.04,1.6,-0.002,2.4,1.2,-0.58,0.004,0.007,-2.6,0.018,-1.4,0.037,0.133,4,1
-1.5,0.6,-0.028,-0.026,-0.005,0.064,0.014,-3.2,4.1,8.9,1.4,0.052,0.018,0.008,-0.009,-1.8,0.099,0.077,-2.6,0.04,-1.6,0.002,-2.4,-1.2,0.58,-0.004,-0.007,2.6,-0.018,1.4,-0.037,-0.133,-4,0
26.4,0.8,0.052,0.047,0.047,0.024,0.042,5,-3.6,-12.1,-0.8,-0.018,-0.012,-0.052,-0.038,-4.1,-0.042,0.003,-1.7,-0.02,-1.8,-0.035,-0.5,-2.7,-1.12,-0.001,0.029,1.7,0.053,2.2,0.06,0.13,5,1
-26.4,-0.8,-0.052,-0.047,-0.047,-0.024,-0.042,-5,3.6,12.1,0.8,0.018,0.012,0.052,0.038,4.1,0.042,-0.003,1.7,0.02,1.8,0.035,0.5,2.7,1.12,0.001,-0.029,-1.7,-0.053,-2.2,-0.06,-0.13,-5,0
6.2,3.7,-0.002,-0.017,0.008,-0.022,-0.002,0.9,2.8,5.6,0.4,-0.003,0.002,0.013,0.012,7.6,-0.045,0.018,3.1,0,2.3,-0.021,2.4,2,-0.71,0.101,-0.008,-3.1,-0.005,0.4,0.007,0.049,1,1
-6.2,-3.7,0.002,0.017,-0.008,0.022,0.002,-0.9,-2.8,-5.6,-0.4,0.003,-0.002,-0.013,-0.012,-7.6,0.045,-0.018,-3.1,0,-2.3,0.021,-2.4,-2,0.71,-0.101,0.008,3.1,0.005,-0.4,-0.007,-0.049,-1,0
-9.6,0.9,-0.01,0.007,0.028,-0.007,0.017,1.8,1.7,2.5,0,0.004,0.008,0.102,0.077,0.9,-0.016,-0.007,0.7,0.014,4,0.013,-2.1,3.6,-2.32,-0.072,-0.034,-0.7,-0.006,-1.9,0.01,0.194,6,1
9.6,-0.9,0.01,-0.007,-0.028,0.007,-0.017,-1.8,-1.7,-2.5,0,-0.004,-0.008,-0.102,-0.077,-0.9,0.016,0.007,-0.7,-0.014,-4,-0.013,2.1,-3.6,2.32,0.072,0.034,0.7,0.006,1.9,-0.01,-0.194,-6,0
-7,-3.2,-0.002,0,0.076,0.013,0.057,-3.1,0,-10.9,1.9,0.001,0.013,0.199,0.145,-2.9,-0.051,-0.009,-0.8,0.017,2.1,0.016,4.1,1.1,1.86,0.028,-0.035,0.8,0.006,3.2,0.029,-0.138,-5,1
7,3.2,0.002,0,-0.076,-0.013,-0.057,3.1,0,10.9,-1.9,-0.001,-0.013,-0.199,-0.145,2.9,0.051,0.009,0.8,-0.017,-2.1,-0.016,-4.1,-1.1,-1.86,-0.028,0.035,-0.8,-0.006,-3.2,-0.029,0.138,5,0
-3.5,4.2,0.022,0.038,-0.016,0.031,-0.002,6.1,5.7,-3,-3.1,-0.042,-0.052,-0.102,-0.069,-4.7,0.068,-0.006,-6.8,-0.042,-1.5,-0.062,-8.6,-2.3,-3,-0.085,-0.012,6.8,0.022,0.3,0.04,0.308,11,1
3.5,-4.2,-0.022,-0.038,0.016,-0.031,0.002,-6.1,-5.7,3,3.1,0.042,0.052,0.102,0.069,4.7,-0.068,0.006,6.8,0.042,1.5,0.062,8.6,2.3,3,0.085,0.012,-6.8,-0.022,-0.3,-0.04,-0.308,-11,0
4.8,2.3,0.002,-0.003,-0.07,0.024,-0.043,-0.8,-1.3,-2.5,0.5,-0.023,-0.019,0.049,0.04,-3.1,-0.041,0.022,-1.2,-0.014,0.5,-0.06,-0.5,-0.7,2.06,0.022,0.004,1.2,-0.001,-0.2,-0.002,0.148,6,1
-4.8,-2.3,-0.002,0.003,0.07,-0.024,0.043,0.8,1.3,2.5,-0.5,0.023,0.019,-0.049,-0.04,3.1,0.041,-0.022,1.2,0.014,-0.5,0.06,0.5,0.7,-2.06,-0.022,-0.004,-1.2,0.001,0.2,0.002,-0.148,-6,0
-0.6,4.5,0.002,0.012,-0.013,-0.029,-0.02,2.7,8,7.9,-1.9,-0.021,-0.029,-0.009,0.009,1,0.073,-0.02,-3.4,-0.012,0.9,-0.019,-4.6,-0.1,-1.03,-0.089,0.028,3.4,-0.004,0.1,-0.015,0.227,9,1
0.6,-4.5,-0.002,-0.012,0.013,0.029,0.02,-2.7,-8,-7.9,1.9,0.021,0.029,0.009,-0.009,-1,-0.073,0.02,3.4,0.012,-0.9,0.019,4.6,0.1,1.03,0.089,-0.028,-3.4,0.004,-0.1,0.015,-0.227,-9,0
3.9,-1.9,-0.001,0.001,0.056,-0.004,0.033,6.3,6.3,5.8,2.4,-0.017,-0.015,-0.041,-0.036,-1.9,-0.015,0,-4.2,-0.021,-1.4,-0.027,7.2,-0.7,-1.65,0.036,-0.047,4.2,0.001,-2.6,0.03,0.065,2,1
-3.9,1.9,0.001,-0.001,-0.056,0.004,-0.033,-6.3,-6.3,-5.8,-2.4,0.017,0.015,0.041,0.036,1.9,0.015,0,4.2,0.021,1.4,0.027,-7.2,0.7,1.65,-0.036,0.047,-4.2,-0.001,2.6,-0.03,-0.065,-2,0
-2,3,0.019,0.03,0.102,-0.111,0.034,2.9,-3.8,1.5,4,0.042,0.045,0.035,0.029,7.9,-0.045,0.024,7,0.042,4.4,0.046,10.5,5.3,0.31,-0.042,-0.022,-7,0.009,-2.5,0.055,0.073,3,1
2,-3,-0.019,-0.03,-0.102,0.111,-0.034,-2.9,3.8,-1.5,-4,-0.042,-0.045,-0.035,-0.029,-7.9,0.045,-0.024,-7,-0.042,-4.4,-0.046,-10.5,-5.3,-0.31,0.042,0.022,7,-0.009,2.5,-0.055,-0.073,-3,0
0.3,1,-0.062,-0.043,-0.026,-0.035,-0.031,-7.9,9.7,-1.7,2.4,0.011,0.007,0.013,0.004,-5.1,0.017,0.003,-5.8,0.009,-2,0.017,-3,-1.4,0.04,-0.027,-0.082,5.8,-0.06,1.8,-0.029,-0.141,-7,1
-0.3,-1,0.062,0.043,0.026,0.035,0.031,7.9,-9.7,1.7,-2.4,-0.011,-0.007,-0.013,-0.004,5.1,-0.017,-0.003,5.8,-0.009,2,-0.017,3,1.4,-0.04,0.027,0.082,-5.8,0.06,-1.8,0.029,0.141,7,0
4.6,3.9,0.043,0.034,0.031,0.016,0.028,9.3,7.7,-4,-1.2,-0.077,-0.054,0.064,0.053,2.2,-0.07,-0.071,-3.4,-0.057,5,-0.06,1.5,4,1.67,0.069,-0.006,3.4,0.042,1,0.078,0.485,16,1
-4.6,-3.9,-0.043,-0.034,-0.031,-0.016,-0.028,-9.3,-7.7,4,1.2,0.077,0.054,-0.064,-0.053,-2.2,0.07,0.071,3.4,0.057,-5,0.06,-1.5,-4,-1.67,-0.069,0.006,-3.4,-0.042,-1,-0.078,-0.485,-16,0
-3.4,-3.1,0.06,0.036,-0.097,-0.058,-0.089,3.6,-3.9,-2.2,1.7,0.027,0.025,-0.03,-0.031,-0.1,-0.008,0.015,1.8,0.016,2.7,0.029,-3,1.5,3.28,0.095,0.032,-1.8,0.037,1,0.065,-0.005,1,1
3.4,3.1,-0.06,-0.036,0.097,0.058,0.089,-3.6,3.9,2.2,-1.7,-0.027,-0.025,0.03,0.031,0.1,0.008,-0.015,-1.8,-0.016,-2.7,-0.029,3,-1.5,-3.28,-0.095,-0.032,1.8,-0.037,-1,-0.065,0.005,-1,0
-0.3,-3.1,0.031,0.019,-0.103,0.078,-0.049,7.5,-2.6,9.9,0.8,0.025,0.019,0.036,0.026,-1.8,-0.013,0.042,1,0.026,4.7,0.004,-1.2,2,0.01,0.028,0.036,-1,0.028,-3.4,0.016,0.262,9,1
0.3,3.1,-0.031,-0.019,0.103,-0.078,0.049,-7.5,2.6,-9.9,-0.8,-0.025,-0.019,-0.036,-0.026,1.8,0.013,-0.042,-1,-0.026,-4.7,-0.004,1.2,-2,-0.01,-0.028,-0.036,1,-0.028,3.4,-0.016,-0.262,-9,0
-6.3,3.7,0.02,0.045,-0.009,-0.023,-0.015,1.4,1.9,2.8,-1.4,-0.024,-0.025,-0.033,-0.023,-0.2,0.049,-0.04,-2.2,-0.024,2.5,-0.004,1.5,3,0.03,-0.108,-0.036,2.2,0.013,0.5,0.056,0.292,10,1
6.3,-3.7,-0.02,-0.045,0.009,0.023,0.015,-1.4,-1.9,-2.8,1.4,0.024,0.025,0.033,0.023,0.2,-0.049,0.04,2.2,0.024,-2.5,0.004,-1.5,-3,-0.03,0.108,0.036,-2.2,-0.013,-0.5,-0.056,-0.292,-10,0
4.2,-6.6,-0.019,-0.006,0.039,0.053,0.046,1.2,9,-5.2,-0.5,0.008,0.009,0.1,0.074,-6.6,0,-0.005,-7.4,0.016,-1.6,0.021,-0.1,-2.3,-2.59,-0.05,-0.013,7.4,-0.004,2.2,-0.013,-0.206,-7,1
-4.2,6.6,0.019,0.006,-0.039,-0.053,-0.046,-1.2,-9,5.2,0.5,-0.008,-0.009,-0.1,-0.074,6.6,0,0.005,7.4,-0.016,1.6,-0.021,0.1,2.3,2.59,0.05,0.013,-7.4,0.004,-2.2,0.013,0.206,7,0
-6.1,-5.7,0.015,-0.005,-0.035,0.046,-0.01,8.8,0.6,-7.7,-0.8,0.064,0.051,-0.121,-0.075,-1.9,0.017,0.052,0.5,0.049,1.3,0.054,0.4,-0.5,0.55,0.101,0.026,-0.5,0.016,-3.8,0.006,0,0,1
6.1,5.7,-0.015,0.005,0.035,-0.046,0.01,-8.8,-0.6,7.7,0.8,-0.064,-0.051,0.121,0.075,1.9,-0.017,-0.052,-0.5,-0.049,-1.3,-0.054,-0.4,0.5,-0.55,-0.101,-0.026,0.5,-0.016,3.8,-0.006,0,0,0
-0.3,0.4,-0.064,-0.048,-0.081,-0.051,-0.073,-8,2.2,2.8,1.2,0.041,0.03,0.03,0.028,-2.3,0.008,0.05,0.4,0.04,2.7,0.02,-4.1,1.7,0.01,0.012,-0.123,-0.4,-0.068,-2,-0.012,-0.094,-4,1
0.3,-0.4,0.064,0.048,0.081,0.051,0.073,8,-2.2,-2.8,-1.2,-0.041,-0.03,-0.03,-0.028,2.3,-0.008,-0.05,-0.4,-0.04,-2.7,-0.02,4.1,-1.7,-0.01,-0.012,0.123,0.4,0.068,2,0.012,0.094,4,0
-1.9,-0.9,-0.037,-0.029,0.087,0.07,0.088,-1.7,-2.8,2.3,0.2,-0.019,-0.009,0.04,0.025,2.2,-0.05,-0.008,2,-0.015,-1.6,-0.024,6.8,-0.7,-3.11,-0.011,-0.034,-2,-0.014,-1.4,-0.027,-0.153,-4,1
1.9,0.9,0.037,0.029,-0.087,-0.07,-0.088,1.7,2.8,-2.3,-0.2,0.019,0.009,-0.04,-0.025,-2.2,0.05,0.008,-2,0.015,1.6,0.024,-6.8,0.7,3.11,0.011,0.034,2,0.014,1.4,0.027,0.153,4,0
-2.6,-0.8,0.003,-0.017,-0.013,0.022,-0.001,2.4,-1.8,3.6,1.5,0.013,0.001,-0.023,-0.011,1.5,0.043,0.027,2.3,0.012,1.3,-0.001,-3.9,2.2,2.06,0.065,0.04,-2.3,0.004,-1.5,-0.038,0.076,3,1
2.6,0.8,-0.003,0.017,0.013,-0.022,0.001,-2.4,1.8,-3.6,-1.5,-0.013,-0.001,0.023,0.011,-1.5,-0.043,-0.027,-2.3,-0.012,-1.3,0.001,3.9,-2.2,-2.06,-0.065,-0.04,2.3,-0.004,1.5,0.038,-0.076,-3,0
